id_x,endereco_x,id_lt_x,id_y,endereco_y,id_lt_y,score
289872,RUA PADRE MESSIAS 2288 FLODOALDO PONTES,41,250105,RUA DO RUTILIO 4782 FLODOALDO PONTES PINTO,194,0.0541995
289872,RUA PADRE MESSIAS 2288 FLODOALDO PONTES,41,303538,RUA SAMUEL MENEZES 4809 FLODOALDO PONTES PINTO,1593,0.056000862
289872,RUA PADRE MESSIAS 2288 FLODOALDO PONTES,41,266312,RUA INDEPENCIA 4734 FLODOALDO PONTES PINTO,6769,0.05726327
463505,RUA JOSE JOSE MARTINS 243217 CERNTO,42,463505,RUA JOSE MARTINS 243217 CENTRO,7748,0.045965638
463505,RUA JOSE JOSE MARTINS 243217 CERNTO,42,378751,RUA JOSE GOMES FILHO 2213 BODANESE,5651,0.055569675
463505,RUA JOSE JOSE MARTINS 243217 CERNTO,42,463567,RUA LUIZ BORGES 243267 CENTRO,6414,0.058284156
463505,RUA JOSE JOSE MARTINS 243217 CERNTO,42,258225,RUA FRANCISCO BARROS 7336 TEIXEIRAO,1762,0.06252973
463505,RUA JOSE JOSE MARTINS 243217 CERNTO,42,282231,RUA MARIA DE LOURDES 7618 TEIXEIRAO,7789,0.06632057
947973,RUA 1 119 JORGE TEIXEIRA MONTE SIAO,43,947973,RUA 1 119 JORGE TEIXEIRA MONTE SIAO,4841,5.0580516e-06
947973,RUA 1 119 JORGE TEIXEIRA MONTE SIAO,43,967592,RUA 4 16 JORGE TEIXEIRA MONTE SIAO,7309,0.021180345
947973,RUA 1 119 JORGE TEIXEIRA MONTE SIAO,43,1086089,RUA DOZE 94 JORGE TEIXEIRA MONTE SIAO,6418,0.03624478
947973,RUA 1 119 JORGE TEIXEIRA MONTE SIAO,43,1071746,RUA DEZESSEIS 318 JORGE TEIXEIRA MONTE SIAO,13,0.041868478
947973,RUA 1 119 JORGE TEIXEIRA MONTE SIAO,43,1004420,RUA B 484 JORGE TEIXEIRA SANTA INES,9527,0.05573398
5006,RUA RUA TANCREDO NEVES 4131 ALTA CIDADE,44,5006,RUA TANCREDO NEVES 4131 CIDADE ALTA,8175,0.017375119
5006,RUA RUA TANCREDO NEVES 4131 ALTA CIDADE,44,265029,RUA HUMBERTO FLORENCIO 5862 CIDADE NOVA,9439,0.051814884
5006,RUA RUA TANCREDO NEVES 4131 ALTA CIDADE,44,154756,RUA TANCREDO NEVES 2549 NOVA LONDRINA,2242,0.05226027
5006,RUA RUA TANCREDO NEVES 4131 ALTA CIDADE,44,670976,RUA TANCREDO NEVES 1 791 PORTO ACRE,4866,0.05382131
5006,RUA RUA TANCREDO NEVES 4131 ALTA CIDADE,44,154684,RUA TANCREDO NEVES 1013 NOVA LONDRINA,9605,0.05420323
119966,INHA 755 ZONA RURAL,45,121344,LINHA 634 33000 ZONA RURAL,9897,0.10762903
119966,INHA 755 ZONA RURAL,45,119966,LINHA 210 755 ZONA RURAL,9041,0.107654594
119966,INHA 755 ZONA RURAL,45,121427,LINHA 634 56700 ZONA RURAL,1337,0.11586492
119966,INHA 755 ZONA RURAL,45,5616,LINHA 136 30 ZONA RURAL,1115,0.11769586
119966,INHA 755 ZONA RURAL,45,120492,LINHA 617 25 ZONA RURAL,8542,0.119351104
636430,RAMAL CARAO OU CASTANHEIRA 75 RAcNSACREANA,46,636430,RAMAL CARAO OU CASTANHEIRA 75 TRANSACREANA,562,0.038729653
636430,RAMAL CARAO OU CASTANHEIRA 75 RAcNSACREANA,46,627905,TRAVESSA JOAO LOPES 508 CALAFATE,9925,0.13411894
636430,RAMAL CARAO OU CASTANHEIRA 75 RAcNSACREANA,46,532507,RAMAL DO BAIANO 57 INVASAO DO HELENO,5068,0.13480212
636430,RAMAL CARAO OU CASTANHEIRA 75 RAcNSACREANA,46,911008,BECO AYRAO 250 CACHOEIRINHA,7053,0.13516855
636430,RAMAL CARAO OU CASTANHEIRA 75 RAcNSACREANA,46,477276,RAMAL DO BENGALA 90 PAD PEIXOTO,7266,0.13579628
217271,BECO SEMc DENOMIANCAO 1353 JOAO BOSCO BOSCO,47,217271,BECO SEM DENOMINACAO 1353 SAO JOAO BOSCO,2560,0.05511938
217271,BECO SEMc DENOMIANCAO 1353 JOAO BOSCO BOSCO,47,542370,BECO SEM DENOMINACAO 153 MAURO BITTA,977,0.072010875
217271,BECO SEMc DENOMIANCAO 1353 JOAO BOSCO BOSCO,47,635234,BECO SEM DENOMINACAO 11 CALADINHO,6201,0.07576816
217271,BECO SEMc DENOMIANCAO 1353 JOAO BOSCO BOSCO,47,660939,BECO SEM DENOMINACAO 3 7 COPACABANA,4535,0.08282641
217271,BECO SEMc DENOMIANCAO 1353 JOAO BOSCO BOSCO,47,542153,BECO SEM DENIMINACAO 20 VITORIA,3203,0.09361862
1124277,UA n 56 ALVORADA,48,850271,ALAMEDA A 9 ALVORADA,3423,0.13712218
1124277,UA n 56 ALVORADA,48,973748,RUA 7 366 ALVORADA,9457,0.14098704
1124277,UA n 56 ALVORADA,48,950726,RUA 12 463 ALVORADA,5149,0.1425186
1124277,UA n 56 ALVORADA,48,971989,RUA 6 5 ALVORADA,4036,0.14326513
1124277,UA n 56 ALVORADA,48,948869,RUA 10 760 ALVORADA,5927,0.14432183
430170,RUA DAS CEREJEIRAS 1018 CENTRO,49,430170,RUA DAS CEREJEIRAS 1018 CENTRO,4529,1.3447473e-05
430170,RUA DAS CEREJEIRAS 1018 CENTRO,49,437801,RUA CEREJEIRAS 2755 CENTRO,8170,0.047894876
430170,RUA DAS CEREJEIRAS 1018 CENTRO,49,248127,RUA DAS FLORES 1264 CENTRO,9571,0.058205307
430170,RUA DAS CEREJEIRAS 1018 CENTRO,49,774613,RUA DAS FLORES 194 CENTRO,1099,0.060196124
430170,RUA DAS CEREJEIRAS 1018 CENTRO,49,430002,AVENIDA DAS OLIVEIRAS 2087 CENTRO,9363,0.061331328
456783,SAO FRANCICO 3903 IDADd BAIXA,50,928170,BECO SAO FRANCISCO 65 CHAPADA,8786,0.100213915
456783,SAO FRANCICO 3903 IDADd BAIXA,50,458236,RUA SAO PAULO 3891 CIDADE BAIXA,6458,0.10078596
456783,SAO FRANCICO 3903 IDADd BAIXA,50,928116,BECO SAO FRANCISCO 41 REDENCAO,6659,0.111431986
456783,SAO FRANCICO 3903 IDADd BAIXA,50,928129,BECO SAO FRANCISCO 50 REDENCAO,2246,0.11662623
456783,SAO FRANCICO 3903 IDADd BAIXA,50,928331,BECO SAO FRANCISCO 400 CHAPADA,4918,0.1168119
172305,RûA RIOq BRANCO 3957 NIAO,51,766204,RIO ITUCUMA 3 BARROSO,8815,0.12272884
172305,RûA RIOq BRANCO 3957 NIAO,51,780383,RIO MADEIRA 17 ESCAPOLE,5880,0.12463554
172305,RûA RIOq BRANCO 3957 NIAO,51,524782,RIO AZUL 3 BURITI,556,0.12538391
172305,RûA RIOq BRANCO 3957 NIAO,51,728786,RIO PURUS 1 MONTE CIAO,9640,0.12794779
172305,RûA RIOq BRANCO 3957 NIAO,51,828992,RIO PURUS 37 MADEIRINHO,8178,0.13242604
975796,RUAp 9 413 ALVORADA,52,975796,RUA 9 413 ALVORADA,7091,0.008633427
975796,RUAp 9 413 ALVORADA,52,975792,RUA 9 407 ALVORADA,3508,0.0191442
975796,RUAp 9 413 ALVORADA,52,973791,RUA 7 401 ALVORADA,962,0.02404077
975796,RUAp 9 413 ALVORADA,52,973782,RUA 7 396 ALVORADA,5514,0.026352944
975796,RUAp 9 413 ALVORADA,52,973748,RUA 7 366 ALVORADA,9457,0.027200721
898291,,53,469309,LINHA 66 230 None,2285,0.40839112
898291,,53,120745,LINHA 627 941 None,7835,0.42507678
898291,,53,164312,LINHA 208 7 None,4387,0.43743306
898291,,53,650247,RAMAL LIMERA 11 BR317,5869,0.44034073
898291,,53,737063,RAMAL 14 12700 MAMORI,8346,0.4565307
1017888,zRhA BOM JARDIM 30 PETROPfOLIS,54,754284,PARADOURO COPEA 3 NOVA JERUSALEM,5252,0.10209054
1017888,zRhA BOM JARDIM 30 PETROPfOLIS,54,766204,RIO ITUCUMA 3 BARROSO,8815,0.11314814
1017888,zRhA BOM JARDIM 30 PETROPfOLIS,54,926246,BECO RAQUEL 36 PETROPOLIS,4589,0.11804007
1017888,zRhA BOM JARDIM 30 PETROPfOLIS,54,931488,BECO TIRADENTES 33 PETROPOLIS,4585,0.119532764
1017888,zRhA BOM JARDIM 30 PETROPfOLIS,54,828471,RAMAL REMANCINHO 73 NOVA LABREA,9223,0.124287434
459899,bLINHA 07 18 ASSENTAMENTOC AUTARINO,55,459899,LINHA 07 18 ASSENTAMENTO CAUTARINO,7713,0.09219776
459899,bLINHA 07 18 ASSENTAMENTOC AUTARINO,55,459932,LINHA 07 37 ASSENTAMENTO CAUTARINO,2144,0.09820203
459899,bLINHA 07 18 ASSENTAMENTOC AUTARINO,55,921005,BECO INDEPENDENCIA 8 ALVORADA,8559,0.11632885
459899,bLINHA 07 18 ASSENTAMENTOC AUTARINO,55,173447,LINHA GLEBA 04 OU R0 133 2 MACHADINHO,6433,0.12137654
459899,bLINHA 07 18 ASSENTAMENTOC AUTARINO,55,339159,LINHA 110 2820 NOVO RIACHUELO,1525,0.12156301
296253,RUA PORTyGAL 2413 PEDRIxNHAsS,56,241371,RUA CASTILHO 8636 TEIXEIRAO,5064,0.09904975
296253,RUA PORTyGAL 2413 PEDRIxNHAsS,56,133741,RUA CASCAVEL 2071 VALPARAISO,6762,0.10101193
296253,RUA PORTyGAL 2413 PEDRIxNHAsS,56,290293,RUA PANTEON 6914 IGARAPE,7020,0.1045529
296253,RUA PORTyGAL 2413 PEDRIxNHAsS,56,143208,RUA IPE 2655 VALPARAISO,5416,0.10696473
296253,RUA PORTyGAL 2413 PEDRIxNHAsS,56,129912,RUA ANGELIM 3016 VALPARAISO,6398,0.112805784
520906,AVEINDA JAPIIM 9 CëNTO,57,520906,AVENIDA JAPIIM 9 CENTO,4865,0.10689038
520906,AVEINDA JAPIIM 9 CëNTO,57,658502,TRAVESSA JURANDI 73 NITEROI,7604,0.11291957
520906,AVEINDA JAPIIM 9 CëNTO,57,630298,TRAVESSA PICAPAU 58 SANTA INES,9789,0.11732196
520906,AVEINDA JAPIIM 9 CëNTO,57,888511,AVENIDA PENETRACAO UM 1297 JAPIIM,1848,0.11852418
520906,AVEINDA JAPIIM 9 CëNTO,57,627614,TRAVESSA JERUSALEM 17 AIRTON SENA,3488,0.12305107
122257,RUA RUA OAVO PIRES 2527 BAIRRO JARDIM DO ESTADOoS,58,122257,RUA OLAVO PIRES 2527 BAIRRO JARDIM DO ESTADOS,816,0.03566241
122257,RUA RUA OAVO PIRES 2527 BAIRRO JARDIM DO ESTADOoS,58,122260,RUA OLAVO PIRES 2571 BAIRRO JARDIM DO ESTADOS,4010,0.044764414
122257,RUA RUA OAVO PIRES 2527 BAIRRO JARDIM DO ESTADOoS,58,122269,RUA OLAVO PIRES 2658 BAIRRO JARDIM DO ESTADOS,3827,0.044884786
122257,RUA RUA OAVO PIRES 2527 BAIRRO JARDIM DO ESTADOoS,58,824222,RUA JOSE REBOUCAS 2654 BAIRRO DE FATIMA,2126,0.06114634
122257,RUA RUA OAVO PIRES 2527 BAIRRO JARDIM DO ESTADOoS,58,183922,RUA DOS SERINGUEIROS 2295 BAIRRO JARDIM NOVO ESTADO,8337,0.06550839
676870,LAGO LAGO DE TEFE ITAPIRANEMA 4 ITAPIRANEMA,59,676870,LAGO LAGO DE TEFE ITAPIRANEMA 4 ITAPIRANEMA,8271,1.2881917e-05
676870,LAGO LAGO DE TEFE ITAPIRANEMA 4 ITAPIRANEMA,59,736731,LAGO PANEMA 5 PANEMA,2800,0.09335011
676870,LAGO LAGO DE TEFE ITAPIRANEMA 4 ITAPIRANEMA,59,736256,LAGO LAGO DO JANAUACA 543 JANAUACA,9626,0.09361284
676870,LAGO LAGO DE TEFE ITAPIRANEMA 4 ITAPIRANEMA,59,721894,LAGO PURUZINHO 1 LAGO DO CENTRO,5264,0.102223784
676870,LAGO LAGO DE TEFE ITAPIRANEMA 4 ITAPIRANEMA,59,707205,LAGO COUNIDADE DO CASTANHEIRAO 30 COMUNIDADE DO CASTANHEIRAO,8490,0.10888121
261070,RUw GETULIO VARGAS 2924 SAO CRISTOVAO,60,261070,RUA GETULIO VARGAS 2924 SAO CRISTOVAO,6301,0.062424455
261070,RUw GETULIO VARGAS 2924 SAO CRISTOVAO,60,261069,RUA GETULIO VARGAS 2914 SAO CRISTOVAO,608,0.06908699
261070,RUw GETULIO VARGAS 2924 SAO CRISTOVAO,60,935484,BECO SAO DOMINGOS 118 PRESIDENTE VARGAS,223,0.080486
261070,RUw GETULIO VARGAS 2924 SAO CRISTOVAO,60,495899,RAMAL JOSE MARTINS 153 SAO CRISTOVAO,8783,0.08200686
261070,RUw GETULIO VARGAS 2924 SAO CRISTOVAO,60,935421,BECO SAO DOMINGOS 55 PRESIDENTE VARGAS,3019,0.08369345
761793,RUA FRANCISCO ALVEa DA CONCEICAO 1149 ONSSA SENHORA DE FATIMA,61,761793,RUA FRANCISCO ALVES DA CONCEICAO 1149 NOSSA SENHORA DE FATIMA,6481,0.039602533
761793,RUA FRANCISCO ALVEa DA CONCEICAO 1149 ONSSA SENHORA DE FATIMA,61,761745,RUA FRANCISCO ALVES DA CONCEICAO 587 NOSSA SENHORA DE FATIMA,6758,0.045123313
761793,RUA FRANCISCO ALVEa DA CONCEICAO 1149 ONSSA SENHORA DE FATIMA,61,731840,RUA PADRE DAMIAO 377 NOSSA SENHORA DE FATIMA,9359,0.06316747
761793,RUA FRANCISCO ALVEa DA CONCEICAO 1149 ONSSA SENHORA DE FATIMA,61,761814,RUA GETULIO VARGAS 35 NOSSA SENHORA DE FATIMA,5952,0.07738106
761793,RUA FRANCISCO ALVEa DA CONCEICAO 1149 ONSSA SENHORA DE FATIMA,61,903993,AVENIDA NOSSA SENHORA DA CONCEICAO 898 JORGE TEIXEIRA CIDADE DE DEUS,6038,0.08103077
744994,RUA DOIS DE AGOxTO 706 TwUA MIRIM,62,744994,RUA DOIS DE AGOSTO 706 TAUA MIRIM,3880,0.061764166
744994,RUA DOIS DE AGOxTO 706 TwUA MIRIM,62,744978,RUA DOIS DE AGOSTO 668 TAUA MIRIM,8283,0.06349555
744994,RUA DOIS DE AGOxTO 706 TwUA MIRIM,62,745140,RUA DOIS DE DEZEMBRO 515 TAUA MIRIM,2035,0.08635783
744994,RUA DOIS DE AGOxTO 706 TwUA MIRIM,62,745385,RUA DORVAL MELO 59 TAUA MIRIM,8865,0.08943559
744994,RUA DOIS DE AGOxTO 706 TwUA MIRIM,62,498897,RUA DJAUMA DUTRA 1743 AV 25 DE AGOSTO,3447,0.09883849
1018714,JEShS BOM RUA 300 NOVO ISRAEL,63,1142294,RUA LAUDICEIA 36 NOVO ISRAEL,238,0.100628704
1018714,JEShS BOM RUA 300 NOVO ISRAEL,63,1082806,RUA DOROTEIA 7 NOVO ISRAEL,8125,0.10615798
1018714,JEShS BOM RUA 300 NOVO ISRAEL,63,131684,RUA BEM TE VI 312 NOVO URUPA,932,0.11178501
1018714,JEShS BOM RUA 300 NOVO ISRAEL,63,1082804,RUA DOROTEIA 2 NOVO ISRAEL,8286,0.1123402
1018714,JEShS BOM RUA 300 NOVO ISRAEL,63,927250,BECO SAMAUMA 4 NOVA CIDADE,3894,0.116947696
487974,,64,469309,LINHA 66 230 None,2285,0.39063722
487974,,64,120745,LINHA 627 941 None,7835,0.40351948
487974,,64,330648,RUA 8 40 None,7188,0.4156987
487974,,64,64775,LINHA 04 51 None,2993,0.41959888
487974,,64,164312,LINHA 208 7 None,4387,0.424087
848582,E$TRADA DO 21 AM 354,65,792464,RAMAL DO 13 95 COLONIA ABE,4330,0.16218394
848582,E$TRADA DO 21 AM 354,65,620729,TRAVESSA 8 IRMAOS 212 VILA ACRE,6155,0.17981817
848582,E$TRADA DO 21 AM 354,65,650247,RAMAL LIMERA 11 BR317,5869,0.18301386
848582,E$TRADA DO 21 AM 354,65,966082,RUA 31 9 TARUMA ACU,6596,0.18755415
848582,E$TRADA DO 21 AM 354,65,63867,TRAVESSA 1 145 SAUDE,9553,0.20949712
1097156,RA F OITI 97 CIDArE,66,1024860,RUA C NOVE 130 JAPIIM,4113,0.18219224
1097156,RA F OITI 97 CIDArE,66,1115131,RUA I 359 CJ HILEIA,4927,0.19364396
1097156,RA F OITI 97 CIDArE,66,1024135,RUA C 1 6 PARQUE 10,3158,0.19521332
1097156,RA F OITI 97 CIDArE,66,1024694,RUA C DEZ 1482 JAPIIM,5237,0.19973995
1097156,RA F OITI 97 CIDArE,66,1118695,RUA INHAPI ANTIGA A 10 357 ALVORADA,7662,0.20530447
135482,RUA CHICO MENDES 461 PARQUE SAO PEDRO,67,135482,RUA CHICO MENDES 461 PARQUE SAO PEDRO,8415,1.42524605e-05
135482,RUA CHICO MENDES 461 PARQUE SAO PEDRO,67,135469,RUA CHICO MENDES 359 PARQUE SAO PEDRO,9908,0.008596626
135482,RUA CHICO MENDES 461 PARQUE SAO PEDRO,67,139214,RUA DOS COLEGIAIS 506 PARQUE SAO PEDRO,2736,0.055611093
135482,RUA CHICO MENDES 461 PARQUE SAO PEDRO,67,139285,RUA DOS COLEGIAIS 1184 PARQUE SAO PEDRO,214,0.056229137
135482,RUA CHICO MENDES 461 PARQUE SAO PEDRO,67,139247,RUA DOS COLEGIAIS 890 PARQUE SAO PEDRO,4080,0.05886548
479675,RUA FRANCISCO DA CHqAGAS 1120 dASCATA,68,516965,RUA JOSE P DAS CHAGAS 260 NAIR ARAUJO,3564,0.08241227
479675,RUA FRANCISCO DA CHqAGAS 1120 dASCATA,68,479675,RUA FRANCISCO DAS CHAGAS 1120 CASCATA,9830,0.091070935
479675,RUA FRANCISCO DA CHqAGAS 1120 dASCATA,68,1142362,RUA LAURA VINCUNA 36 C0ROADO,8531,0.092051715
479675,RUA FRANCISCO DA CHqAGAS 1120 dASCATA,68,553555,RUA ANTONIO P DA SILVA 288 JORGE LAVOCAT,2453,0.09706426
479675,RUA FRANCISCO DA CHqAGAS 1120 dASCATA,68,653046,RUA AUGUSTO VASCONCELOS 535 CAFEZAL,9500,0.102973476
202479,RUA PADRE FEIJO 1045 VIpAs NOVA,69,202479,RUA PADRE FEIJO 1045 VILA NOVA,116,0.0416419
202479,RUA PADRE FEIJO 1045 VIpAs NOVA,69,815701,RUA PADRE PEREIRA 16 TERRA NOVA,8494,0.07519547
202479,RUA PADRE FEIJO 1045 VIpAs NOVA,69,1033535,RUA CASTRIO ALVES 28 COROADO,4105,0.07530397
202479,RUA PADRE FEIJO 1045 VIpAs NOVA,69,1025511,RUA CACAU PEREIRA 119 TERRA NOVA,4257,0.07657318
202479,RUA PADRE FEIJO 1045 VIpAs NOVA,69,585511,RUA MADEREIRA 118 NOVO CALAFATE,6120,0.07684061
834680,RUAr CLETO BARRSOO 2036 PAARECïDA,70,48557,RUA ANITA GARIBALDI 2641 TEIXEIRAO,6956,0.07924385
834680,RUAr CLETO BARRSOO 2036 PAARECïDA,70,840518,RUA SOLIMOES 1739 CORRENTEZA,8279,0.07929505
834680,RUAr CLETO BARRSOO 2036 PAARECïDA,70,48592,RUA ANITA GARIBALDI 2945 TEIXEIRAO,243,0.080240875
834680,RUAr CLETO BARRSOO 2036 PAARECïDA,70,256102,RUA FABIA 7650 TEIXEIRAO,9556,0.08433159
834680,RUAr CLETO BARRSOO 2036 PAARECïDA,70,309216,RUA TARTARUGA 2122 RONALDO ARAGAO,6164,0.085528955
413585,ReUA RONDONIA 2209 SéTOe 6,71,405112,RUA H 3782 ALORADA,6270,0.13172363
413585,ReUA RONDONIA 2209 SéTOe 6,71,143208,RUA IPE 2655 VALPARAISO,5416,0.13812318
413585,ReUA RONDONIA 2209 SéTOe 6,71,958450,RUA 2 424 ALVORADA,8212,0.14398879
413585,ReUA RONDONIA 2209 SéTOe 6,71,1116808,RUA III 37 REDENCAO,8144,0.15491836
413585,ReUA RONDONIA 2209 SéTOe 6,71,33074,RUA VIOLTETA 5897 RURAL,684,0.1552207
30767,,72,469309,LINHA 66 230 None,2285,0.38761634
30767,,72,120745,LINHA 627 941 None,7835,0.39444524
30767,,72,164312,LINHA 208 7 None,4387,0.40199155
30767,,72,443828,LINHA 6 95 None,9486,0.41744763
30767,,72,452374,LINHA P 06 6 None,93,0.42899346
441332,RU ASETE DE SETEMBRO 1249 CNTRO,73,978876,RUA A TREZE 1252 JAPIIM,9560,0.16862372
441332,RU ASETE DE SETEMBRO 1249 CNTRO,73,678848,RUA SOLIMOES 1659 AMATURA,8277,0.17673019
441332,RU ASETE DE SETEMBRO 1249 CNTRO,73,1024860,RUA C NOVE 130 JAPIIM,4113,0.1825599
441332,RU ASETE DE SETEMBRO 1249 CNTRO,73,16802,RUA CURIO 916 NOVE,7232,0.18441403
441332,RU ASETE DE SETEMBRO 1249 CNTRO,73,978684,RUA A QUATRO 1106 JAPIIM,1450,0.18795422
112042,RUA JOAO ATISfA 3448 SETRO 01,74,82041,AVENIDA JOAO PSURIADAKIS 2148 SETOR 0009,4958,0.082646444
112042,RUA JOAO ATISfA 3448 SETRO 01,74,82013,AVENIDA JOAO PSURIADAKIS 1155 SETOR 0007,1328,0.08416423
112042,RUA JOAO ATISfA 3448 SETRO 01,74,550489,RUA ADERBAL BRASIL 119 MANOEL JULIAO,9810,0.08637545
112042,RUA JOAO ATISfA 3448 SETRO 01,74,48269,RUA ANISIO SERRAO 1136 PRINCESA ISABEL,6615,0.08778867
112042,RUA JOAO ATISfA 3448 SETRO 01,74,435056,RUA GAVIAO - REAL 2631 SETOR 05,1534,0.09051564
738110,RODOVIA BR 319a 9 OMNIDADE SAO JOAO,75,738110,RODOVIA BR 319 9 COMUNIDADE SAO JOAO,4670,0.038877174
738110,RODOVIA BR 319a 9 OMNIDADE SAO JOAO,75,780917,RODOVIA OUTROS BR 319 49 SAO JOAO,4180,0.055204228
738110,RODOVIA BR 319a 9 OMNIDADE SAO JOAO,75,478940,RODOVIA BR 364 96 SAO JOAO DO BALANCEI,4653,0.076858446
738110,RODOVIA BR 319a 9 OMNIDADE SAO JOAO,75,478923,RODOVIA BR 364 24 SAO JOAO DO BALANCEIO,5735,0.09332758
738110,RODOVIA BR 319a 9 OMNIDADE SAO JOAO,75,732309,ESTRADA D0 GAVIAO 191 ESTRADA DO GAVIAO,2117,0.09429989
566013,RUA DAS PLACAS 2338 ADALBERTO SENA,76,566013,RUA DAS PLACAS 2338 ADALBERTO SENA,2697,3.8087012e-06
566013,RUA DAS PLACAS 2338 ADALBERTO SENA,76,565996,RUA DAS PLACAS 2338 ADALBERTO SENA,6529,0.008129154
566013,RUA DAS PLACAS 2338 ADALBERTO SENA,76,565983,RUA DAS PLACAS 2338 ADALBERTO SENA,8823,0.008186345
566013,RUA DAS PLACAS 2338 ADALBERTO SENA,76,565999,RUA DAS PLACAS 2338 ADALBERTO SENA,1841,0.009073023
566013,RUA DAS PLACAS 2338 ADALBERTO SENA,76,565669,RUA DAS ORQUIDEAS 128 ADALBERTO SENA,1374,0.058617916
56059,RUA LIUZ ARLOS UBEDA 3868 VILLAGE DO OSL II,77,56059,RUA LUIZ CARLOS UBEDA 3868 VILLAGE DO SOL II,5448,0.026869476
56059,RUA LIUZ ARLOS UBEDA 3868 VILLAGE DO OSL II,77,56108,RUA LUIZ CARLOS UBEDA 4276 VILLAGE DO SOL II,7609,0.034762025
56059,RUA LIUZ ARLOS UBEDA 3868 VILLAGE DO OSL II,77,52166,RUA EITOR OZIAS SCHUINDT 4305 VILLAGE DO SOL II,1094,0.058857672
56059,RUA LIUZ ARLOS UBEDA 3868 VILLAGE DO OSL II,77,52093,RUA EDUILCO BARBOSA GOES 3821 VILLAGE DO SOL II,3270,0.06158396
56059,RUA LIUZ ARLOS UBEDA 3868 VILLAGE DO OSL II,77,56172,RUA LUIZ LEMZI 3267 VILAGE DO SOL,4887,0.06790276
748315,RUA MOISES BEZEbRRA 898 CHAGAS AGpûIAR,78,748315,RUA MOISES BEZERRA 898 CHAGAS AGUIAR,2772,0.090150334
748315,RUA MOISES BEZEbRRA 898 CHAGAS AGpûIAR,78,743217,RUA AREAL SOUTO 299 CHAGAS AGUIAR,3600,0.11255394
748315,RUA MOISES BEZEbRRA 898 CHAGAS AGpûIAR,78,48592,RUA ANITA GARIBALDI 2945 TEIXEIRAO,243,0.117552154
748315,RUA MOISES BEZEbRRA 898 CHAGAS AGpûIAR,78,1090287,RUA EDUARDO BRAGA 298 COLONIATERRA NOVA,3732,0.11949855
748315,RUA MOISES BEZEbRRA 898 CHAGAS AGpûIAR,78,801683,RUA GASPAR MAIA 744 JAUARY I,8250,0.12183891
765504,RUA oASTO RODOLFO 197 CONCRODIA,79,765504,RUA PASTO RODOLFO 197 CONCORDIA,1935,0.038462967
765504,RUA oASTO RODOLFO 197 CONCRODIA,79,747225,RUA JHONATAS PEDROSA 181 SANTA EFIGENIA,1032,0.06276579
765504,RUA oASTO RODOLFO 197 CONCRODIA,79,605990,RUA TEOTONIO VILELA 168 SOBRAL,7370,0.06831813
765504,RUA oASTO RODOLFO 197 CONCRODIA,79,475823,RUA JOSE COUTINHO LEITRA 1941 ACRELANDIA,3799,0.07007404
765504,RUA oASTO RODOLFO 197 CONCRODIA,79,562807,RUA CUSTODIO FREIRE 26 BOSQUE,8506,0.07190924
142479,RUA HODURAS 570 JARDIM DAS SERINGUEIRA,80,142479,RUA HONDURAS 570 JARDIM DAS SERINGUEIRA,301,0.004578851
142479,RUA HODURAS 570 JARDIM DAS SERINGUEIRA,80,142502,RUA HONDURAS 811 JARDIM DAS SERINGUEIRAS,4818,0.026730899
142479,RUA HODURAS 570 JARDIM DAS SERINGUEIRA,80,140259,RUA ESTONIA 2492 JARDIM DAS SERINGUEIRAS,5637,0.04792706
142479,RUA HODURAS 570 JARDIM DAS SERINGUEIRA,80,140249,RUA ESTONIA 2429 JARDIM DAS SERINGUEIRAS,4377,0.049057685
142479,RUA HODURAS 570 JARDIM DAS SERINGUEIRA,80,149809,RUA PARAGUAI 131 JARDIM DAS SERINGUEIRAS,8682,0.05524689
366242,,81,469309,LINHA 66 230 None,2285,0.40733886
366242,,81,120745,LINHA 627 941 None,7835,0.43104288
366242,,81,64782,LINHA 04 62 None,3754,0.4340873
366242,,81,330648,RUA 8 40 None,7188,0.4375673
366242,,81,424224,LINHA C 22 74 None,6638,0.44782203
1142762,RUA LAURO BITrECNOURT 380 SANTO ANTONIO,82,1142762,RUA LAURO BITTENCOURT 380 SANTO ANTONIO,3879,0.031006502
1142762,RUA LAURO BITrECNOURT 380 SANTO ANTONIO,82,1142831,RUA LAURO BITTENCOURT 690 SANTO ANTONIO,4305,0.038601004
1142762,RUA LAURO BITrECNOURT 380 SANTO ANTONIO,82,1142669,RUA LAURO BITTENCOURT 214 SANTO ANTONIO,8242,0.03926339
1142762,RUA LAURO BITrECNOURT 380 SANTO ANTONIO,82,1142720,RUA LAURO BITTENCOURT 288 SANTO ANTONIO,8304,0.03958109
1142762,RUA LAURO BITrECNOURT 380 SANTO ANTONIO,82,1142657,RUA LAURO BITTENCOURT 203 SANTO ANTONIO,7178,0.044196628
832913,RUA ANTONIO AONSO 1288 PRETA,83,832913,RUA ANTONIO AFONSO 1288 TERRA PRETA,3448,0.049495317
832913,RUA ANTONIO AONSO 1288 PRETA,83,678678,RUA PLINIO COELHO 1095 AMATURA,1636,0.06831031
832913,RUA ANTONIO AONSO 1288 PRETA,83,832907,RUA ANTONIO AFONSO 1190 TERRA PRETA,6001,0.06960051
832913,RUA ANTONIO AONSO 1288 PRETA,83,773329,RUA AFONSO PENA 2280 NOVA HUMAITA,2143,0.073190555
