uf_x,municipio_x,logradouro_x,numero_x,complemento_x,localidade_x,setor_censitario_x,id_lt_x,uf_y,municipio_y,logradouro_y,numero_y,complemento_y,localidade_y,cep,setor_censitario_y,id_lt_y
25,1807,AVENIDA LIBERDADE,3287.0,ANDAR,CENTRO,250180705000024,7694,29,16708,AVENIDA LIBERDADE,0,FUNDOS,CENTRO,45340000.0,291670805000003,2652763
29,13457,TRAVESSA SAO PEDRO,,,PESCARIA,291345705000004,7695,29,13457,TRAVESSA SAO PEDRO,0,,PESCARIA,45443000.0,291345705000004,2092470
25,7101,RUA PROJETADA,35.0,,ITAPOROROCA,250710105000007,7696,29,31350,RUA PROJETADA 40,75,,ARUTEF,45995000.0,293135005000089,6000904
27,4302,AVENIDA MENINO MARCELO,5004.0,,ANTARES,270430205110008,7697,28,4409,AVENIDA AUGUSTO ANTUNES,479,,CENTRO,49980000.0,280440905000002,7036631
23,13401,RUA FREI JOSE MARIA,491.0,FRENTE,CENTRO,231340105000009,7698,29,11709,RUA MARIA QUITERIA,260,LOJA FRENTE,CENTRO,46430000.0,291170905000004,1906666
29,3201,RUA MARECHAL DEODORO,258.0,,CENTRO,290320105000002,7699,29,3201,RUA MARECHAL DEODORO,0,,CENTRO,47800000.0,290320105000002,367991
29,10800,RUA MILTON LEITE RODRIGUES MELO,131.0,,SANTA MONICA,291080005090046,7700,29,10800,RUA MILTON LEITE RODRIGUES MELO,0,,SANTA MONICA,44077570.0,291080005090046,1753908
24,8003,AVENIDA PROFESSOR ANTONIO CAMPOS,196.0,APARTAMENTO 5,COSTA E SILVA,240800305000124,7701,29,27408,RUA PROFESSOR ARNALDO SILVEIRA,116,APARTAMENTO 02,MORADAS DO CAMPO,41250500.0,292740805180158,4737108
24,8102,TRAVESSA AUGUSTO LEITE,6.0,,BARRO VERMELHO,240810205080081,7702,28,6701,TRAVESSA JOAO LEITE,0,,CABRITA,49100000.0,280670105000129,7284745
21,9809,RUA GOIABAL,53.0,,GOIABAL,210980905000021,7703,29,5800,RUA GOIAS,21,,TRAVESSAO,45445000.0,290580020000008,874419
22,8007,RUA JOAO XXIII,572.0,,PAROQUIAL,220800705000008,7704,29,27408,RUA JOAO SALOME,22,,,0.0,292740805260016,5208040
26,8107,SITIO TAMANDUA,18.0,,TAMANDUA,260810705000023,7705,29,28505,RUA TAMANDUA,6,,TAMANDUA,0.0,292850505000021,5467655
26,7901,RUA EMILIANO RIBEIRO,2880.0,,PRAZERES,260790105000272,7706,29,22102,RUA C,8,,SALUSTIANO RIBEIRO,44800000.0,292210205000004,3525200
24,12500,SITIO PAU BRANCO,,,PAU BRANCO,241250005000028,7707,29,26301,SITIO PAU BRANCO,0,,PAU BRANCO,44640000.0,292630105000026,4137113
26,8057,RUA BOM JARDIM,10.0,,JATOBA,260805705000017,7708,29,22706,FAZENDA BOM JARDIM 2,10,,JACU,45270000.0,292270605000015,3598724
21,11300,RUA COLARES MOREIRA,,,CENTRO,211130005000005,7709,29,21500,RUA RIACHUELO,22,,CENTRO,48800000.0,292150005000001,3433118
21,55,RUA SAO LUIS,266.0,,CENTRO,210005505000017,7710,29,26608,RUA SAO LUIS,46,,CENTRO,48400000.0,292660805000021,4172633
21,4552,RUA ITAMARATY,44.0,,BANANAL,210455205000008,7711,29,15601,RUA TRAVESSA BANANAL,84,,CANAA,45836000.0,291560105000019,2527606
26,11606,RUA MARIO DOMINGUES,63.0,,BOA VISTA,261160605180016,7712,29,27408,RUA MARIO BARROS,46,,PARIPE,40800130.0,292740805130050,4555234
25,10808,RUA PEREGRINO DE ARAUJO,120.0,,CENTRO,251080805000093,7713,29,10800,RUA DO CEMITERIO,0,,CENTRO,44140000.0,291080040000001,1828605
29,4001,AVENIDA DO COLEGIO,258.0,,BASTIAO,290400110000001,7714,29,4001,AVENIDA DO COLEGIO,258,,BASTIAO,46740000.0,290400110000001,522302
26,4155,ESTRADA LAGOA DE PEDRA,847.0,,LAGOA PEDRA,260415505000017,7715,29,3706,ESTRADA LAGOA DA PEDRA,22,,LAGOA DA PEDRA,45250000.0,290370605000022,477409
24,11205,RUA SAO NICOLAU,,,CONJUNTO CONEGO MONTE,241120505000005,7716,29,25501,RUA PRUDENCIO MONTEIRO,8,,SAO SEBASTIAO,45980000.0,292550105000002,4008201
23,1604,SITIO VARJOTA,125.0,CASA,VARJOTA,230160405000012,7717,29,26301,FAZENDA VARJOTA,5,CASA,VARJOTA,44640000.0,292630105000035,4139808
21,3208,ESTRADA SANTA MARIA DO GRACO,,,SANTA MARIA GRACO,210320805000063,7718,28,7105,RUA SANTA MARIA,201,,CENTRO,49480000.0,280710505000008,7296573
26,4106,RUA BELMIRO PEREIRA,282.0,,MAURICIO NASSAU,260410605000049,7719,29,25758,RUA FIDELES PEREIRA,243,,COLINA VERDE,45416000.0,292575805000003,4038984
27,300,RUA JOSE ALEXANDRE DE ALBUQUERQUE,320.0,,BAIXAO,270030005000098,7720,29,31350,RUA JULIO COELHO,350,,ARCO VERDE,45995000.0,293135005000042,5982915
21,11300,RUA DO NORTE,107.0,,CENTRO,211130005000007,7721,29,26707,RUA TIRADENTES,21,,CENTRO,46170000.0,292670705000010,4195427
23,4400,RUA VICENTE NOGUEIRA BRAGA,214.0,LOJA 2,FATIMA,230440005080180,7722,29,15601,RUA ALMIRANTE BARROSO,0,CASA 2,FATIMA,45836000.0,291560105000025,2529322
25,3902,ESTRADA DO SITIO DO MEIO,22.0,CASA 2,MEIO,250390210000002,7723,29,29305,ESTRADA SITIO DO MEIO,40,CASA,SITIO DO MEIO,44330000.0,292930505000021,5626653
23,10803,RUA NEL QUEIROZ,,SOBRADO,CENTRO,231080305000001,7724,29,3276,RUA SINFRONIO QUEIROZ,13,,CENTRO,48705000.0,290327605000004,434465
29,27408,RUA OITO DE NOVEMBRO,242.0,ANDAR 1 CASA,PIRAJA,292740805180057,7725,29,27408,RUA OITO DE NOVEMBRO,242,ANDAR 1 CASA,PIRAJA,41290200.0,292740805180057,4702043
29,10800,RUA JOSE DE FREITAS MOREIRA,208.0,,BARAUNA,291080005080094,7726,29,10800,RUA JOSE DE FREITAS MOREIRA,208,,BARAUNA,44149999.0,291080005080094,1703600
21,11508,TRAVESSA SAO FRANCISCO,112.0,,PEQUI,211150805000012,7727,29,14604,TRAVESSA SAO FRANCISCO,110,,ANGICAL,44900000.0,291460425000001,2334483
29,30501,AVENIDA ANTONIO PINHEIRO DA MOTA,650.0,,,293050105000040,7728,29,30501,AVENIDA ANTONIO PINHEIRO DA MOTA,0,,ESTACAO,48700000.0,293050105000040,5813382
22,10607,RUA ZELIA NUNES DA SILVEIRA,1232.0,,SAO FELIX,221060705000043,7729,29,32903,RUA MARCONDES FILHO,64,,SAO FELIX,45400000.0,293290305000039,6199967
29,14802,AVENIDA AZIZ MARON,1117.0,,VITORIA,291480205000163,7730,29,14802,AVENIDA AZIZ MARON,1117,,JARDIM VITORIA,45600000.0,291480205000163,2437408
24,8102,AVENIDA HERMES DA FONSECA,1078.0,,TIROL,240810205080071,7731,29,3508,AVENIDA FILOMENO VIANA,0,,AUVORADA,45160000.0,290350805000006,457535
29,3201,RUA DOUTOR ABILIO FARIAS,658.0,TERREO,RENATO GONCALVES,290320105000018,7732,29,3201,RUA DOUTOR ABILIO FARIAS,658,TERREO,RENATO GONCALVES,47800000.0,290320105000018,374267
29,5206,RUA BARAO DE CAETITE,30.0,,CENTRO,290520605000002,7733,29,5206,RUA BARAO DE CAETITE,0,,CENTRO,46400000.0,290520605000002,664628
23,4400,RUA MARCOS MACEDO,1333.0,,ALDEOTA,230440005120130,7734,29,1403,RUA JOSE MATOS,0,,ANGICAL,47960000.0,290140305000006,187671
21,55,RUA JATOBA,,CASA 6,GLORIA,210005505000044,7735,29,5701,RUA JACOBINA,65,CASA,,0.0,290570105000061,745586
28,3500,ESTRADA POVOADO MARIQUITA,217.0,CASA,MARIQUITA,280350005000062,7736,28,3500,ESTRADA POVOADO MARIQUITA,205,CASA,MARIQUITA,49400000.0,280350005000062,6968238
29,13606,RODOVIA ILHEUS OLIVENCA,,,ATLANTICO,291360605000103,7737,29,13606,RODOVIA ILHEUS OLIVENCA,0,,JARDIM ATLANTICO,45659222.0,291360605000103,2144158
22,2653,RUA OTAVIO MEDEIROS,279.0,,CENTRO,220265305000001,7738,28,5307,RUA OTAVIO ACIOLE SOBRAL,215,,CENTRO,49190000.0,280530705000002,7151406
23,4400,RUA JOSE VILAR,920.0,,ALDEOTA,230440005121039,7739,29,10800,RUA CARLOS VALADARES,929,,QUEIMADINHA,44026470.0,291080005080023,1675718
23,4400,RUA CAROLINA SUCUPIRA,930.0,APARTAMENTO 102,ALDEOTA,230440005121048,7740,29,27408,RUA CAROLINA,68,SUBSOLO,PLATAFORMA,40717625.0,292740805190040,4858775
29,10800,RUA CASTRO ALVES,52.0,,SERRARIA BRASIL,291080005080035,7741,29,10800,RUA CASTRO ALVES,504,,SERRARIA BRASIL,44003198.0,291080005080005,1669358
25,16201,RUA CONEGO JOSE VIANA,,TERREO,CENTRO,251620105000003,7742,29,14406,RUA JOSE VIANA,235,,CENTRO,46980000.0,291440605000006,2286872
25,9503,RUA JOSE CIRINO DA SILVA,261.0,,CENTRO,250950305000007,7743,29,8408,RUA JOSE CARNEIRO DA SILVA,0,,CENTRO,48730000.0,290840805000004,1238396
23,6405,AVENIDA JOSE DO PATROCINIO,307.0,,BOA VISTA,230640505000026,7744,29,13606,AVENIDA CANAVIEIRAS,473,,BOA VISTA,45652125.0,291360605000036,2120648
25,403,RUA SEBASTIAO FERNANDES LEITE,160.0,DEPOSITO 1,OLHO D AGUA BUJARI,250040305000024,7745,29,30709,RODOVIA BA 093,0,DEPOSITO,SIMOES FILHO,43700000.0,293070905000102,5884859
29,32200,RUA ALFREDO FERREIRA,,LOJA,CENTRO,293220005000023,7746,29,32200,RUA ALFREDO FERREIRA,87,,CENTRO,45545000.0,293220005000023,6122185
24,2105,TRAVESSA SAO JOAO,1317.0,,CENTRO,240210505000014,7747,29,19801,TRAVESSA SAO JOAO,0,,CENTRO,46500000.0,291980105000003,3231904
21,5427,RUA SENADOR JOSE SARNEY,1210.0,,COQUEIRAL,210542705000010,7748,29,23001,RUA PROJETADA,211,,JOSE SARNEY,45920000.0,292300105000011,3634545
26,11606,ESTRADA DO ARRAIAL,2885.0,APARTAMENTO 401,CASA AMARELA,261160605200356,7749,29,14604,ESTRADA QUEIMADA A ANGICAL,25,CASA,FAZENDA,44900000.0,291460425000003,2335164
24,8102,AVENIDA SENADOR SALGADO FILHO,2190.0,,LAGOA NOVA,240810205070130,7750,29,13002,POVOADO LAGOA NOVA,810,,LAGOA NOVA,46700000.0,291300210000010,2060385
25,4009,RUA DELMIRO GOUVEIA,83.0,,SAO JOSE,250400905000016,7751,29,26400,RUA JOAQUIM GUIMARAES,400,,SAO JOSE,46470000.0,292640005000001,4146510
29,27408,AVENIDA ANITA GARIBALDI,1555.0,,FEDERACAO,292740805270063,7752,29,27408,AVENIDA ANITA GARIBALDI,1555,,FEDERACAO,40210750.0,292740805270063,5298904
23,4202,RUA JOSE CARVALHO,300.0,,CENTRO,230420205000003,7753,28,3005,RUA JOSE PRIMO,0,,CENTRO,49290000.0,280300505000003,6903390
26,2803,RUA DO RIACHAO,899.0,,SAO JOSE,260280305000006,7754,29,6006,RUA SAO JOSE,861,,POCOS,44790000.0,290600605000062,907008
23,4202,RUA CORONEL ANTONIO LUIZ,1385.0,,PIMENTA,230420205000009,7755,29,5909,RUA CORONEL LUIZ ANTONIO,0,,PEDRO ALCANTRA,47220000.0,290590905000003,878235
23,4285,RUA BLUMENAU,209.0,,LAGOINHA,230428505000007,7756,29,10800,RUA BLUMENAU,77,,ASA BRANCA,44044204.0,291080005070004,1634880
21,436,RUA SETUBAL,120.0,,CENTRO,210043605000007,7757,28,1207,RUA A,0,,CENTRO,49820000.0,280120705000032,6768156
29,11709,AVENIDA BARAO DO RIO BRANCO,533.0,,CENTRO,291170905000001,7758,29,11709,AVENIDA BARAO DO RIO BRANCO,649,,CENTRO,46430000.0,291170905000001,1904064
23,4400,RUA ARMANDO MONTEIRO,170.0,,UNIAO,230440075130200,7759,29,27408,RUA CIRO MONTERO,170,,VALERIA,41300290.0,292740805260011,5206158
26,7901,RUA ROSSINI ROOSEVELT DE ALBUQUERQUE,417.0,APARTAMENTO 1 TERREO,PIEDADE,260790105000096,7760,29,27408,RUA TEODULO DE ALBUQUERQUE,203,APARTAMENTO 301,CABULA VI,41181010.0,292740805220236,5039986
25,7507,AVENIDA COREMAS,605.0,,CENTRO,250750705000147,7761,28,5505,AVENIDA EPIFANIO DOREA,0,,CENTRO,49490000.0,280550505000008,7171382
22,7306,RUA PIAUI,162.0,,CENTRO,220730605000002,7762,29,21500,RUA PIQUARACA,162,,CENTRO,48800000.0,292150005000003,3433982
25,12606,RUA DO ALTO,9.0,,CENTRO,251260605000001,7763,29,31905,RUA DO ALTO,0,,CENTRO,48790000.0,293190505000074,6088658
25,4009,RUA DUQUE DE CAXIAS,641.0,,PRATA,250400905000020,7764,29,29750,RUA DUQUE DE CAXIAS,0,,DISTRINTO,44220000.0,292975010000006,5691595
29,33307,AVENIDA OTAVIO SANTOS,395.0,SALA 706,RECREIO,293330705000198,7765,29,33307,AVENIDA OTAVIO SANTOS,395,SALA 703,RECREIO,45020760.0,293330705000198,6370796
29,25204,RUA ANTONIO MOTA,295.0,,CENTRO,292520405000001,7766,29,25204,RUA ANTONIO MOTA,0,,CENTRO,48120000.0,292520405000002,3916771
29,29206,RUA RODOLFO TOURINHO,158.0,CASA,CENTRO,292920605000008,7767,29,29206,RUA RODOLFO TOURINHO,158,CASA,CENTRO,43900000.0,292920605000008,5600185
23,4400,RUA PEDRO BORGES,75.0,LOJA,CENTRO,230440005080066,7768,29,22003,RUA JORGE BORGES JAHEL,50,OUTROS,CENTRO,45936000.0,292200312000002,3507727
26,10400,SITIO MASSAPE,18.0,,MASSAPE,261040010000006,7769,28,2205,POVOADO MASSAPE,0,,MASSAPE,49670000.0,280220505000007,6839334
25,7507,AVENIDA GOVERNADOR FLAVIO RIBEIRO COUTINHO,805.0,ANDAR 8 APARTAMENTO 801,MANAIRA,250750705000748,7770,29,10800,AVENIDA GOVERNADOR JOAO DURVAL CARNEIRO,2304,ANDAR 2 QUITINETE c,PONTO CENTRAL,44045100.0,291080005090002,1738460
29,31509,RUA BOA VISTA,20.0,,PEDRINHAS,293150905000026,7771,29,31509,RUA BOA VISTA,0,,PEDRINHAS,48770000.0,293150905000026,6036812
22,1929,RUA DA CONCEICAO,153.0,,JOSE SANTOS,220192905000001,7772,29,1908,RUA JOAO CALAZANS,22,,APORA,48350000.0,290190805000003,216384
29,10305,RUA NOSSA SENHORA DE FATIMA,869.0,,CENTRO,291030505000011,7773,29,10305,RUA NOSSA SENHORA DE FATIMA,0,,CENTRO,45305000.0,291030505000011,1468445
25,10808,RUA VENANCIO COSTA,74.0,,LACERDA,251080805000102,7774,29,10800,RUA GERMINIANO COSTA,256,,CENTRO,44001120.0,291080005080169,1732311
23,4400,RUA SENADOR SA,69.0,,MONTESE,230440075130178,7775,28,1306,RUA 7,810,,POVOADO SAUDE,49700000.0,280130605000016,6774048
21,5989,RUA DO CAMPO,68.0,,BOA,210598905000005,7776,29,26202,RUA DO CAMPO,0,,CARIPARE,47980000.0,292620210000002,4124039
29,25303,RUA SETE DE SETEMBRO,78.0,FRENTE,CENTRO,292530305000032,7777,29,25303,RUA SETE DE SETEMBRO,78,FRENTE,CENTRO,45810000.0,292530305000032,3949317
25,4009,RUA DUQUE DE CAXIAS,523.0,,PRATA,250400905000020,7778,29,29750,RUA DUQUE DE CAXIAS,585,,DISTRINTO,44220000.0,292975010000006,5691659
22,3800,RUA GETULIO VARGAS,519.0,,CENTRO,220380005000001,7779,29,28000,RUA GETULIO VARGAS,46,,CENTRO,48880000.0,292800005000005,5396280
26,6309,RUA DA MATRIZ,176.0,,CENTRO,260630905000004,7780,29,24058,PRACA DA MATRIZ,176,,CENTRO,44655000.0,292405805000001,3797338
25,13703,RUA FRANCISCO GOMES DE AZEVEDO,2.0,,CENTRO,251370305000065,7781,29,8507,RUA FRANCISCO AZEVEDO MORAES,0,,CENTRO,44245000.0,290850705000012,1274818
28,4805,PRACA GETULIO VARGAS,99.0,,SOCORRO SEDE,280480505000003,7782,28,4805,PRACA GETULIO VARGAS,99,,SOCORRO SEDE,49160000.0,280480505000003,7079621
27,300,RUA EXPEDICIONARIO BRASILEIRO,1786.0,,BAIXA GRANDE,270030005000198,7783,29,27408,RUA DIRETA DE NOVA BRASILIA,225,,NOVA BRASILIA,41350010.0,292740805180200,4752482
24,4200,RUA DOUTOR JOAO PRIMENIO,173.0,,CENTRO,240420005000004,7784,29,25006,RUA JOAO PESSOA,0,,CENTRO,45190000.0,292500605000005,3887490
21,7605,POVOADO SAO JOSE DOS LEITE,,CASA,SAO JOSE LEITE,210760505000014,7785,29,4753,POVOADO SAO JOSE,18,CASA O,,0.0,290475305000009,609470
23,4400,RUA TOMAS ACIOLI,1595.0,,DIONISIO TORRES,230440005080431,7786,29,17508,TRAVESSA ALBERTO TORRES,0,,JACOBINA,44700000.0,291750805000017,2751151
21,10500,RUA CORONEL LUIS REIS,,FRENTE,CENTRO,211050005000001,7787,29,26004,RUA CORONEL NOLASCO,11,,CENTRO,47200000.0,292600405000039,4104869
29,14802,RUA ADOLFO MARON,82.0,ANDAR 1,CENTRO,291480205000008,7788,29,14802,RUA ADOLFO MARON,102,ANDAR 1,CENTRO,45600060.0,291480205000008,2380819
24,6403,RUA SANTOS DUMONT,203.0,,CENTRO,240640305000002,7789,29,26004,RUA SANTOS DUMONT,0,,CENTRO,47200000.0,292600405000039,4104958
29,14802,PRACA OTAVIO MANGABEIRA,75.0,FRENTE,CENTRO,291480205000002,7790,29,14802,PRACA OTAVIO MANGABEIRA,75,FRENTE,CENTRO,45600000.0,291480205000002,2378101
29,6709,POVOADO LAGOA VERDE,1.0,,LAGOA VERDE,290670905000016,7791,29,6709,POVOADO LAGOA VERDE,0,,LAGOA VERDE,4157000.0,290670905000016,1008204
26,7901,RUA SAO SEBASTIAO,149.0,,PIEDADE,260790105000094,7792,29,4704,RUA SAO SEBASTIAO,94,,SAO SEBASTIAO,45615000.0,290470405000027,606082
21,3505,ESTRADA DO PIQUETE,20.0,,PIQUETE,210350505000051,7793,28,3500,ESTRADA DO PIAUI,0,,BOTICARIO,49400000.0,280350005000115,6983696
23,4400,AVENIDA DA UNIVERSIDADE,1895.0,,CENTRO,230440005080999,7794,29,4704,AVENIDA PAULO PORTELA,200,,CENTRO,45615000.0,290470405000002,598528
24,604,SITIO COROATA,4.0,,COROATA,240060405000004,7795,29,26400,SITIO RECREIO,4,,SITIO RECREIO,46470000.0,292640005000040,4154796
24,8102,AVENIDA HERMES DA FONSECA,880.0,,TIROL,240810205080059,7796,29,3508,AVENIDA FILOMENO VIANA,0,,AUVORADA,45160000.0,290350805000006,457535
21,11300,RUA MARECHAL CASTELO BRANCO,31.0,,OLHO DAGUA,211130005000307,7797,29,10800,RUA MARECHAL CASTELO BRANCO,41,,CAPUCHINHOS,44076020.0,291080005090007,1740366
25,6301,AVENIDA SABINIANO MAIA,694.0,,NOVO,250630105000054,7798,29,10800,AVENIDA SITIO NOVO,635,,SITIO NOVO,44031125.0,291080005070005,1635709
24,8102,RUA MORRO BRANCO,23.0,,PONTA NEGRA,240810205070073,7799,28,4904,RUA DO MORORO,0,,AREIA BRANCA,49970000.0,280490405000015,7140259
29,14802,RUA MARIA FERREIRA,240.0,,CENTRO,291480205000004,7800,29,14802,RUA MARIA FERREIRA,0,,CENTRO,45600000.0,291480205000004,2378879
29,16005,RUA DAS PEDRAS,82.0,,SALOMAO,291600515000004,7801,29,5800,RUA DAS PEDRAS,87,,TRAVESSAO,45445000.0,290580020000007,873785
23,804,RUA ANANIAS DE MATOS ARRAIS,130.0,CASA 1,SERRARIA,230080405000007,7802,29,10800,RUA CAMPO LARGO,23,ANDAR 1 CASA 2,SITIO MATIAS,44064035.0,291080005110059,1796077
25,13703,RUA JUAREZ TAVORA,13.0,,CENTRO,251370305000046,7803,28,3500,RUA MONSENHOR JUAREZ SANTOS PRATA,137,,CENTRO,49400000.0,280350005000025,6958613
21,11300,RUA SEROA DA MOTA,23.0,,MONTE CASTELO,211130005000070,7804,29,31350,RUA NOSSA SENHORA APARECIDA,0,,MONTE CASTELO,45996245.0,293135005000070,5993579
26,11101,RUA TOBIAS BARRETO,164.0,,CENTRO,261110105060002,7805,29,18555,RUA TOBIAS BARRETO,0,,CENTRO,45610000.0,291855505000001,3036210
26,6200,PRACA DUQUE DE CAXIAS,684.0,,CENTRO,260620005000002,7806,28,5703,PRACA DUQUE DE CAXIAS,0,,CENTRO,49900000.0,280570305000043,7205074
26,1201,RUA FELIX PASCOAL,40.0,,SAO CRSTOVAO,260120105000084,7807,29,4605,RUA CORONEL SANTOS,642,,SAO FELIX,46100000.0,290460505000019,575762
27,4708,RUA SAO PEDRO,336.0,,BARRO VERMELHO,270470805000033,7808,29,26608,RUA SAO PEDRO,7,,BARROCAO,48400000.0,292660805000080,4187670
23,4400,RUA SILVA PAULET,1854.0,BLOCO B APARTAMENTO 301,ALDEOTA,230440005120121,7809,29,27408,RUA ARNALDO LOPES SILVA,203,BLOCO 203B APARTAMENTO 001,STIEP,41770035.0,292740805060150,4299094
21,11300,RUA DA LIBERDADE,76.0,,FATIMA,211130005000082,7810,29,22904,RUA DA LIBERTACAO,0,,BAIRRO DE FATIMA,48460000.0,292290405000005,3620810
23,4103,RUA DOM PEDRO II,658.0,,CENTRO,230410305000001,7811,28,4508,RUA DOM PEDRO II,0,,CENTRO,49680000.0,280450805000003,7049422
23,6256,RUA MANOEL DE SOUSA,311.0,,GENEZARE,230625605000010,7812,29,25204,RUA TOME DE SOUSA,0,,CAJAZEIRAS,48120000.0,292520405000032,3924698
23,10001,RUA PRACA DO MERCADO,87.0,,PALHANO,231000105000010,7813,29,5206,PRACA DO MERCADO,0,,PAJEU,46400000.0,290520630000001,687913
21,3000,AVENIDA GETULIO VARGAS,,,CENTRO,210300005000020,7814,29,28000,AVENIDA GETULIO VARGAS,431,,CENTRO,48880000.0,292800005000004,5395662
29,24900,POVOADO DA ANGELICA,,,SANTA LUZIA,292490005000006,7815,29,24900,POVOADO DA ANGELICA,0,,ASSENTAMENTO SANTA LUZIA,45375000.0,292490005000006,3883620
29,7509,RUA OSCAR PEREIRA DE SOUZA SOBRINHO,491.0,LADO LOJA,PLANALTO 1,290750905000032,7816,29,7509,RUA OSCAR PEREIRA DE SOUZA SOBRINHO,491,LADO LOJA,PLANALTO 1,48110000.0,290750905000032,1145965
24,8102,AVENIDA MOEMA TINOCO DA CUNHA LIMA,3209.0,,PAJUCARA,240810205060161,7817,29,18001,AVENIDA ULISSES COELHO LIMA,0,,JEQUIE,45200000.0,291800105000097,2868148
21,11300,AVENIDA JOAO PESSOA,,BLOCO 3 APARTAMENTO 3,FILIPINHO,211130005000207,7818,29,33307,AVENIDA JOAO SANTOS,21,,CERCADINHO,45000000.0,293330708000001,6419107
23,4400,RUA VICENTE NOGUEIRA BRAGA,214.0,LOJA 2,FATIMA,230440005080180,7819,29,15601,RUA ALMIRANTE BARROSO,0,CASA 2,FATIMA,45836000.0,291560105000025,2529322
26,8305,RUA MIGUEL CALADO BORBA,13.0,,JUPI,260830505000004,7820,28,1306,RUA 4,2437,,POVOADO PEDRAS,49700000.0,280130620000001,6780457
26,5202,AVENIDA PIRAPAMA,311.0,,OPERARIA,260520205000006,7821,29,5701,AVENIDA SUCUPIRA,0,,ABRANTES,428000.0,290570110000043,818624
29,27408,RUA PEDRO LESSA,123.0,,CANELA,292740805270087,7822,29,27408,RUA PEDRO LESSA,123,,CANELA,40110050.0,292740805270087,5305235
21,10237,AVENIDA ROSEANA SARNEY,15.0,,SAO JOSE,211023705000002,7823,29,10602,PRACA SAO JOSE,347,,SAO JOSE,48370000.0,291060220000001,1513232
29,19553,RUA IRARA,,OUTROS FRENTE,SANTA CRUZ,291955305000007,7824,29,19553,RUA IRARA,556,FRENTE,SANTA CRUZ,47850000.0,291955305000022,3199649
29,16005,RUA PRINCIPAL,112.0,,PATIOBA,291600505000025,7825,29,16005,RUA PRINCIPAL,112,,PATIOBA,45960000.0,291600505000025,2575722
23,4400,RUA PEDRO BORGES,33.0,,CENTRO,230440005080066,7826,29,6303,RUA CORONEL PEDRO BORGES,0,,CENTRO,45860000.0,290630305000008,942152
23,7650,RUA ORIENTE,171.0,,PIRATININGA,230765005000004,7827,29,27408,RUA ORIENTE,46,,,0.0,292740805090076,4484954
21,11300,AVENIDA DOS HOLANDESES,6.0,CONJUNTO 6,BRISA MAR OLHO D AGUA,211130005000855,7828,29,21005,POVOADO OLHOS D AGUA,6,CASA,OLHOS D AGUA,48715000.0,292100510000022,3382655
23,5506,RUA DOUTOR JOSE HOLANDA MONTENEGRO,18.0,,VENEZA,230550605000032,7829,29,2708,RUA DESEMBARGADOR MONTENEGRO,64,,BARRO VERMELHO,47100000.0,290270805000009,314319
25,4009,RUA MARECHAL DEODORO DA FONSECA,457.0,,PRATA,250400905000020,7830,29,27200,RUA MARECHAL DEODORO DA FONSECA,400,,FOLGA,46800000.0,292720005000010,4237305
27,4302,AVENIDA DOUTOR DURVAL DE GOES MONTEIRO,,OUTROS,CANAA,270430205080064,7831,29,27408,AVENIDA WALDIR PIRES,3,,ALTO DE COUTOS,40720368.0,292740805130133,4581597
29,33307,AVENIDA ASCENDINO MELO,297.0,,RECREIO,293330705000050,7832,29,33307,AVENIDA ASCENDINO MELO,297,,RECREIO,45020740.0,293330705000050,6327502
25,16201,RUA CORONEL JOSE GOMES DE SA,32.0,,CENTRO,251620105000014,7833,29,18100,TRAVESSA DOUTOR JOSE GONCALVES DE SA,0,,CENTRO,48540970.0,291810005000002,2901033
21,7209,ESTRADA PALMARES,67.0,,SANTA ISABEL,210720905000018,7834,28,4607,ESTRADA FAZENDA SANTA ISABEL,0,,JUNCO,49600000.0,280460705000035,7072913
21,10278,POVOADO PONTA VERDE,,,PONTA VERDE,211027805000004,7835,29,21203,POVOADO PONTE,11,,PONTE,44720000.0,292120305000027,3408051
29,33604,RUA MESTRE FRANCISCO BRAZ,449.0,,POLIVALENTE,293360405000005,7836,29,33604,RUA MESTRE FRANCISCO BRAZ,449,,POLIVALENTE,47400000.0,293360405000005,6458106
26,12307,BECO PADRE ALFREDO DAMASO,,,CENTRO,261230705000001,7837,29,23605,PRACA PADRE BENVINDO,26,,CENTRO,46190000.0,292360505000003,3712252
22,10003,PRACA HONORIO SANTOS,967.0,,CENTRO,221000305000002,7838,29,14000,RUA GAUDENCIO SANTOS,0,,CENTRO,44600000.0,291400005000023,2246316
26,11101,AVENIDA GUARARAPES,1695.0,,CENTRO,261110105060007,7839,29,31301,AVENIDA ALENCAR,104,,CENTRO,44840000.0,293130105000002,5961946
28,308,RUA ANANIAS AZEVEDO,505.0,,SALGADO FILHO,280030805000040,7840,28,308,RUA ANANIAS AZEVEDO,505,,SALGADO FILHO,49020080.0,280030805000040,6498206
25,9701,RUA JOAQUIM ROMAO MELO,29.0,TERREO,CENTRO,250970105000001,7841,29,27002,RUA JOAQUIM MATOS,250,TERREO,CENTRO,48330000.0,292700205000005,4213520
23,4400,RUA TABELIAO FABIAO,30.0,CASA A,PRESIDENTE KENNEDY,230440005070536,7842,29,31350,RUA PRESIDENTE KENNEDY,250,CASA,TEIXEIRINHA,45995450.0,293135005000023,5976426
24,8003,RUA MONSENHOR JULIO BEZERRA,49.0,,ABOLICAO,240800305000050,7843,28,6206,RUA JUSTINO BARBOSA,0,,SUBESTACAO,49390000.0,280620605000004,7231425
