id_x,endereco_x,id_lt_x,id_y,endereco_y,id_lt_y,score
44078,MALAQUuTA AVENIDA 2728 NOVOH ORIZONTE,277,290331,RUA PANTEON 7205 TEIXEIRAO,6697,0.079085976
44078,MALAQUuTA AVENIDA 2728 NOVOH ORIZONTE,277,210271,AVENIDA MAMORE 5162 TEIXEIRAO,8807,0.085340574
44078,MALAQUuTA AVENIDA 2728 NOVOH ORIZONTE,277,1151729,RUA MAGUARIBE 2 NOVO ALEIXO,7981,0.08739008
44078,MALAQUuTA AVENIDA 2728 NOVOH ORIZONTE,277,1151842,RUA MAGUARIBE 302 NOVO ALEIXO,7661,0.08860808
634953,VA VERDEo 1585 VIA VERDE,278,634953,VIA VERDE 1585 VIA VERDE,7748,0.05429078
634953,VA VERDEo 1585 VIA VERDE,278,634965,VIA VERDE 1877 VIA VERDE,4853,0.07383823
634953,VA VERDEo 1585 VIA VERDE,278,634966,VIA VERDE 1897 VIA VERDE,1477,0.07437208
634953,VA VERDEo 1585 VIA VERDE,278,634940,VIA VERDE 1345 VIA VERDE,5635,0.09262821
634953,VA VERDEo 1585 VIA VERDE,278,621167,TRAVESSA ALTO VERDE 54 ELDORADO,7730,0.13308267
323722,RUA SANTO DUMONT DUMONT 53 ACLAMA,279,323722,RUA SANTO DUMONT 53 CALAMA,959,0.05209202
323722,RUA SANTO DUMONT DUMONT 53 ACLAMA,279,60189,RUA SANTOS DUMONT 2787 NOVO CACOAL,3279,0.07899704
323722,RUA SANTO DUMONT DUMONT 53 ACLAMA,279,656304,RUA SANTOS DUMONT 9 CSU,2698,0.089535706
323722,RUA SANTO DUMONT DUMONT 53 ACLAMA,279,808162,RUA SANTA ETELVINA 3596 MAMOUD AMED,7749,0.093993284
323722,RUA SANTO DUMONT DUMONT 53 ACLAMA,279,749863,RUA SANTOS DUMONT 554 ITAMARATI,1415,0.094854794
1130448,RUA JESUS DA LIBERTACAO 66 PARQUEj SAO PEDR,280,1130448,RUA JESUS DA LIBERTACAO 66 PARQUE SAO PEDRO,4041,0.022243595
1130448,RUA JESUS DA LIBERTACAO 66 PARQUEj SAO PEDR,280,1132362,RUA JOAO PESSOA 170 SAO LAZARO,4905,0.073379606
1130448,RUA JESUS DA LIBERTACAO 66 PARQUEj SAO PEDR,280,513609,RUA SAO JOAO DELREY 135 LIBERDADE,9467,0.07735224
1130448,RUA JESUS DA LIBERTACAO 66 PARQUEj SAO PEDR,280,141934,RUA GRECIA 1056 JARDIM SAO CRISTOVAO,5120,0.082142286
1130448,RUA JESUS DA LIBERTACAO 66 PARQUEj SAO PEDR,280,1066065,RUA DAS PALMEIRAS 61 SAO JOSE OPERARIIO,7622,0.08438176
196991,AVENIhDA PRESIDENTE MEDICI 173 ALVORfAA,281,722079,RIO AUTAZ ACU 476 LIMAO,7705,0.21505475
196991,AVENIhDA PRESIDENTE MEDICI 173 ALVORfAA,281,694171,RIO RIO AUTAZ ACU 6 CURRUSA,7930,0.21532711
196991,AVENIhDA PRESIDENTE MEDICI 173 ALVORfAA,281,747651,RUA LEONCIO SALINGNAC 199 TAUA MIRIM,724,0.2171275
196991,AVENIhDA PRESIDENTE MEDICI 173 ALVORfAA,281,628557,TRAVESSA LUA NOVA 46 BOSQUE,280,0.23088823
196991,AVENIhDA PRESIDENTE MEDICI 173 ALVORfAA,281,629634,TRAVESSA NETO 98 SANTA INES,6946,0.23486406
585862,RUA MANCI0LIMA 28 BAIvRRO DA AZ,282,806435,RUA UIRAPURU 129 DA PAZ,9465,0.10548837
585862,RUA MANCI0LIMA 28 BAIvRRO DA AZ,282,60887,RUA UIRAPURU 2999 TEIXEIRAO,5284,0.10632388
585862,RUA MANCI0LIMA 28 BAIvRRO DA AZ,282,235826,RUA BIDU SAIAO 6439 APONIA,3980,0.10754753
585862,RUA MANCI0LIMA 28 BAIvRRO DA AZ,282,235926,RUA BIDU SAIAO 7069 APONIA,5879,0.108834654
585862,RUA MANCI0LIMA 28 BAIvRRO DA AZ,282,590484,RUA N DOIS 23 TUCUMA II,8320,0.11414367
1085753,RUA DpZE 19 LIRIO DO VALE,283,1085753,RUA DOZE 19 LIRIO DO VALE,3266,0.044732533
1085753,RUA DpZE 19 LIRIO DO VALE,283,1085872,RUA DOZE 31 LIRIO DO VALE,2826,0.054910272
1085753,RUA DpZE 19 LIRIO DO VALE,283,1072983,RUA DEZOITO 24 LIRIO DO VALE,857,0.055859074
1085753,RUA DpZE 19 LIRIO DO VALE,283,1070826,RUA DEZENOVE 49 LIRIO DO VALE,2651,0.060955137
1085753,RUA DpZE 19 LIRIO DO VALE,283,1070934,RUA DEZENOVE 98 LIRIO DO VALE,3176,0.06411977
952945,RUA 15 25 NOVO,284,952945,RUA 15 25 NOVO ALEIXO,8024,0.052024715
952945,RUA 15 25 NOVO,284,949347,RUA 11 25 ALVORADA,1173,0.075881906
952945,RUA 15 25 NOVO,284,966792,RUA 35 16 NOVO ALEIXO,5560,0.07607998
952945,RUA 15 25 NOVO,284,952910,RUA 15 20 PARQUE 10,4180,0.0768074
952945,RUA 15 25 NOVO,284,976989,RUA A 40 COMPENSA,5964,0.07747069
971664,RUAv 57 35 NOVO ALEIXO,285,971664,RUA 57 35 NOVO ALEIXO,6497,0.012480791
971664,RUAv 57 35 NOVO ALEIXO,285,966792,RUA 35 16 NOVO ALEIXO,5560,0.023262281
971664,RUAv 57 35 NOVO ALEIXO,285,972942,RUA 67 19 NOVO ALEIXO,6873,0.026012994
971664,RUAv 57 35 NOVO ALEIXO,285,955804,RUA 176 43 NOVO ALEIXO,4112,0.02808191
971664,RUAv 57 35 NOVO ALEIXO,285,957765,RUA 196 104 NOVO ALEIXO,1804,0.03246212
107352,TIRADENTES AVENIDA 1959 SwTRO 01,286,107352,AVENIDA TIRADENTES 1959 SETOR 01,1768,0.070532136
107352,TIRADENTES AVENIDA 1959 SwTRO 01,286,107283,AVENIDA TIRADENTES 1098 SETOR 2,9562,0.0849798
107352,TIRADENTES AVENIDA 1959 SwTRO 01,286,107269,AVENIDA TIRADENTES 1083 SETOR 2,4909,0.08650756
107352,TIRADENTES AVENIDA 1959 SwTRO 01,286,107497,AVENIDA TIRADENTES 3086 SETOR 05,2444,0.08702026
107352,TIRADENTES AVENIDA 1959 SwTRO 01,286,855274,AVENIDA ATROARIS 55 CIDADE NOVA,407,0.09466717
1095989,RUA EZEQUIEL 71 NOVO ISRAtEL,287,1095989,RUA EZEQUIEL 71 NOVO ISRAEL,1490,0.03563965
1095989,RUA EZEQUIEL 71 NOVO ISRAtEL,287,1096032,RUA EZEQUIEL 90 NOVO ISRAEL,8704,0.043017138
1095989,RUA EZEQUIEL 71 NOVO ISRAtEL,287,1096099,RUA EZEQUIEL 447 NOVO ISRAEL,1603,0.05032509
1095989,RUA EZEQUIEL 71 NOVO ISRAtEL,287,1095896,RUA EZEQUIEL 18 NOVO ISRAEL,3660,0.051872693
1095989,RUA EZEQUIEL 71 NOVO ISRAtEL,287,1151791,RUA MAGUARIBE 92 NOVO ALEIXO,4031,0.07125972
11682,RUA ALAGOAS 4061 SEuTOR 05,288,11682,RUA ALAGOAS 4061 SETOR 05,6976,0.06404213
11682,RUA ALAGOAS 4061 SEuTOR 05,288,436348,RUA TUCANO 2481 SETOR 05,6142,0.08220391
11682,RUA ALAGOAS 4061 SEuTOR 05,288,436118,RUA TANGARA 1465 SETOR 02,893,0.08277294
11682,RUA ALAGOAS 4061 SEuTOR 05,288,591271,RUA NETUNO 278 MORADADO SOL,4532,0.08555937
11682,RUA ALAGOAS 4061 SEuTOR 05,288,591274,RUA NETUNO 279 MORADADO SOL,8375,0.0858617
835493,RUA ELADIO ALBUQUERQUE 951 NOVA MANACA,289,835493,RUA ELADIO ALBUQUERQUE 951 NOVA MANACA,4405,8.542684e-06
835493,RUA ELADIO ALBUQUERQUE 951 NOVA MANACA,289,841661,RUA ZORAIDA ALEXANDRE 890 NOVA MANACA,4461,0.058478028
835493,RUA ELADIO ALBUQUERQUE 951 NOVA MANACA,289,761999,RUA JULIETA ALBUQUERQUE 509 SANTO ANTONIO,3502,0.06352998
835493,RUA ELADIO ALBUQUERQUE 951 NOVA MANACA,289,834589,RUA CLAUDIONOR VASCONCELOS 482 NOVO MANACA,5422,0.068051904
835493,RUA ELADIO ALBUQUERQUE 951 NOVA MANACA,289,838307,RUA MARIO DE ALMEIDA 741 NOVA MANACA,2508,0.06819348
969420,RUã 44 C 70 NOVO ALEIXO,290,611132,RUA X 845 NOVO CALAFATE,6984,0.12669562
969420,RUã 44 C 70 NOVO ALEIXO,290,946338,RUA 06 18 NOVO ALEIXO,8553,0.12795356
969420,RUã 44 C 70 NOVO ALEIXO,290,813860,RUA PARA 366 NOVO REMANSO,3240,0.13117988
969420,RUã 44 C 70 NOVO ALEIXO,290,957765,RUA 196 104 NOVO ALEIXO,1804,0.13434452
969420,RUã 44 C 70 NOVO ALEIXO,290,945130,RUA 01 229 NOVO ALEIXO,7478,0.1376788
746202,RUA FRANCISCO SILVA 107 SANTAH ELENA,291,746202,RUA FRANCISCO SILVA 107 SANTA HELENA,195,0.021266218
746202,RUA FRANCISCO SILVA 107 SANTAH ELENA,291,1105162,RUA GEISILENE FERREIRA 20 SANTA ETELVINA,8121,0.046879653
746202,RUA FRANCISCO SILVA 107 SANTAH ELENA,291,1121000,RUA ISAIAS FILHO 14 SANTA ETELVINA,2353,0.048569087
746202,RUA FRANCISCO SILVA 107 SANTAH ELENA,291,981375,RUA ADAILSON LOPES 129 SANTA ETELVINA,5334,0.05329945
746202,RUA FRANCISCO SILVA 107 SANTAH ELENA,291,735377,RUA SANTA HELENA 70 SEBASTIAO BORGES,7920,0.056297127
751447,RUwA oADRE VICTOR 536 fSPIRITOSANTO,292,532024,TRAVESSA SEBASTIAO PEIXOTO 398 SERRARIA,2234,0.16208532
751447,RUwA oADRE VICTOR 536 fSPIRITOSANTO,292,722079,RIO AUTAZ ACU 476 LIMAO,7705,0.16388856
751447,RUwA oADRE VICTOR 536 fSPIRITOSANTO,292,922548,BECO LADISLAU 18 REDENCAO,6034,0.16483907
751447,RUwA oADRE VICTOR 536 fSPIRITOSANTO,292,627658,TRAVESSA JERUSALEM 144 AIRTON SENA,4102,0.1691328
751447,RUwA oADRE VICTOR 536 fSPIRITOSANTO,292,924790,BECO OLARIA 235 PRESIDENTE VARGAS,3143,0.16946486
709798,AGLOMERADO DO PERPETUO SOCORO DO BACBAL 1100 COMUNIDADE PERPETUO SOCORRO DO BACABAL,293,709798,AGLOMERADO DO PERPETUO SOCORRO DO BACABAL 1100 COMUNIDADE PERPETUO SOCORRO DO BACABAL,9444,0.016372617
709798,AGLOMERADO DO PERPETUO SOCORO DO BACBAL 1100 COMUNIDADE PERPETUO SOCORRO DO BACABAL,293,754343,RAMAL DO CORUJA 9 ESTRADA DO AEROPORTO,2077,0.14653116
709798,AGLOMERADO DO PERPETUO SOCORO DO BACBAL 1100 COMUNIDADE PERPETUO SOCORRO DO BACABAL,293,737124,RAMAL CABECEIRA DO PURUPURU 10220 RAMAL DA CABECEIRA DO PURUPURU,1907,0.14790538
709798,AGLOMERADO DO PERPETUO SOCORO DO BACBAL 1100 COMUNIDADE PERPETUO SOCORRO DO BACABAL,293,78628,LINHA 02 RO 485 RUMO ESCONDIDO 2 TERRA RICA RUMO ESCONDIDO,1148,0.15424082
709798,AGLOMERADO DO PERPETUO SOCORO DO BACBAL 1100 COMUNIDADE PERPETUO SOCORRO DO BACABAL,293,386553,TRAVESSA 308 7318 PARQUE INDUSTRIAL TRANCREDO NEVES,3653,0.15433301
994860,RUA ANTONIO MATIS 21 SAO JOSE OPERARíO OPERARIO,294,994860,RUA ANTONIO MATIAS 21 SAO JOSE OPERARIO,3748,0.031914487
994860,RUA ANTONIO MATIS 21 SAO JOSE OPERARíO OPERARIO,294,1032661,RUA CASTANHO 6 SAO JOSE OPERARIO,6673,0.057409633
994860,RUA ANTONIO MATIS 21 SAO JOSE OPERARíO OPERARIO,294,1025519,RUA CACAU PEREIRA 252 SAO JOSE OPERARIO,8310,0.059164666
994860,RUA ANTONIO MATIS 21 SAO JOSE OPERARíO OPERARIO,294,963362,RUA 25 34 SAO JOSE OPERARIO,4637,0.059498746
994860,RUA ANTONIO MATIS 21 SAO JOSE OPERARíO OPERARIO,294,1032743,RUA CASTANHO 28 SAO JOSE OPERARIO,5726,0.0601335
975227,RUA 3 8 NOO ALEIXO,295,975227,RUA 83 8 NOVO ALEIXO,1959,0.033923253
975227,RUA 3 8 NOO ALEIXO,295,973551,RUA 7 89 ALEIXO,909,0.039158616
975227,RUA 3 8 NOO ALEIXO,295,945130,RUA 01 229 NOVO ALEIXO,7478,0.05124325
975227,RUA 3 8 NOO ALEIXO,295,966143,RUA 31 22 NOVO ALEIXO,6702,0.05268732
975227,RUA 3 8 NOO ALEIXO,295,957765,RUA 196 104 NOVO ALEIXO,1804,0.05958815
609461,RAUV INTE DE NOVEMBRO 712 UNIAO BiA,296,932346,BECO VIANA 391 REDENCAO,6537,0.13624254
609461,RAUV INTE DE NOVEMBRO 712 UNIAO BiA,296,216648,BECO DA UNIAO 698 B FLORESTA,1230,0.1388053
609461,RAUV INTE DE NOVEMBRO 712 UNIAO BiA,296,216801,BECO DO MACIEL 937 BAIXA UNIAO,2665,0.1482456
609461,RAUV INTE DE NOVEMBRO 712 UNIAO BiA,296,931528,BECO TODOS OS SANTOS 515 REDENCAO,718,0.1583106
609461,RAUV INTE DE NOVEMBRO 712 UNIAO BiA,296,925421,BECO PENETRACAO IV 132 NOVO ALEIXO,5201,0.15986806
503536,RUA iRGOS BARROS 1411 25 DE AGOSTO,297,503536,RUA REGOS BARROS 1411 25 DE AGOSTO,9328,0.020254212
503536,RUA iRGOS BARROS 1411 25 DE AGOSTO,297,503557,RUA REGOS BARROS 1850 AV 25 DE AGOSTO,9745,0.083828524
503536,RUA iRGOS BARROS 1411 25 DE AGOSTO,297,498556,RUA DE SERGIPE 460 25 DE AGOSTO,3117,0.08661209
503536,RUA iRGOS BARROS 1411 25 DE AGOSTO,297,141398,RUA GIRASSOL 130 DOIS DE ABRIL,4170,0.09579459
503536,RUA iRGOS BARROS 1411 25 DE AGOSTO,297,141400,RUA GIRASSOL 146 DOIS DE ABRIL,5597,0.09600401
606979,RUA TREZE DE MAIO 23 BOA UNIwO,298,606979,RUA TREZE DE MAIO 23 BOA UNIAO,7690,0.03729999
606979,RUA TREZE DE MAIO 23 BOA UNIwO,298,596073,RUA PRIMEIRO DE ABRIL 168 BOA UNIAO,9682,0.06425318
606979,RUA TREZE DE MAIO 23 BOA UNIwO,298,607098,RUA TREZE DE MAIO 1270 BOA UNIAO,8092,0.07389709
606979,RUA TREZE DE MAIO 23 BOA UNIwO,298,609474,RUA VINTE DE SETEMBRO 433 BOA UNIAO,3437,0.074102715
606979,RUA TREZE DE MAIO 23 BOA UNIwO,298,1131969,RUA JOAO LIBERAL 95 CIDADE NOVA,5617,0.08451569
455142,RUA PINCESA IZAEL 770 NOVA ESPéRANAC,299,455142,RUA PRINCESA IZABEL 770 NOVA ESPERANCA,7553,0.07350151
455142,RUA PINCESA IZAEL 770 NOVA ESPéRANAC,299,1147107,RUA LOPES CORDOVIL 39 NOVA ESPERANCA,1376,0.07708419
455142,RUA PINCESA IZAEL 770 NOVA ESPéRANAC,299,1104353,RUA GALILEIA 32 NOVO ISRAEL,1336,0.0853266
455142,RUA PINCESA IZAEL 770 NOVA ESPéRANAC,299,319673,RUA DONA LEOPOLDINA 4592 NOVA ESPERANCA,963,0.085840546
455142,RUA PINCESA IZAEL 770 NOVA ESPéRANAC,299,1047042,RUA CONDE DE SERGUIMIRIM 14 CIDADE NOVA,2690,0.09041174
1143299,RUA LEONARDO MALCHER 101 NOSSA SENHOA APARECIDA,300,1143299,RUA LEONARDO MALCHER 101 NOSSA SENHORA APARECIDA,9754,0.023126777
1143299,RUA LEONARDO MALCHER 101 NOSSA SENHOA APARECIDA,300,1143359,RUA LEONARDO MALCHER 201 NOSSA SENHORA APARECIDA,4882,0.02594604
1143299,RUA LEONARDO MALCHER 101 NOSSA SENHOA APARECIDA,300,1143346,RUA LEONARDO MALCHER 146 NOSSA SENHORA APARECIDA,132,0.032834854
1143299,RUA LEONARDO MALCHER 101 NOSSA SENHOA APARECIDA,300,1143422,RUA LEONARDO MALCHER 324 NOSSA SENHORA APARECIDA,473,0.041732263
1143299,RUA LEONARDO MALCHER 101 NOSSA SENHOA APARECIDA,300,1143418,RUA LEONARDO MALCHER 318 NOSSA SENHORA APARECIDA,7415,0.042218972
606555,RUA TIRADENTES 339 BAyIROR 15,301,606555,RUA TIRADENTES 339 BAIRRO 15,2283,0.054494895
606555,RUA TIRADENTES 339 BAyIROR 15,301,606590,RUA TIRADENTES 503 BAIRRO 15,3716,0.057553448
606555,RUA TIRADENTES 339 BAyIROR 15,301,432105,RUA TIRADENTES 1147 CENTRO,1520,0.07252652
606555,RUA TIRADENTES 339 BAyIROR 15,301,1123352,RUA ITUIUTABA 837 ALVORADA,5921,0.07890011
606555,RUA TIRADENTES 339 BAyIROR 15,301,225501,RUA AMARELO MANGA 8069 TIRADENTES,3401,0.083822735
1057594,RUA DA LIBERTACAO 38 COLONIA TERRA TERRA NOVw,302,1057594,RUA DA LIBERTACAO 38 COLONIA TERRA NOVA,5016,0.03073379
1057594,RUA DA LIBERTACAO 38 COLONIA TERRA TERRA NOVw,302,1057600,RUA DA LIBERTACAO 115 COLONIA TERRA NOVA,2847,0.04213682
1057594,RUA DA LIBERTACAO 38 COLONIA TERRA TERRA NOVw,302,1057272,RUA DA ILUSAO 35 COLONIA TERRA NOVA,2592,0.059351724
1057594,RUA DA LIBERTACAO 38 COLONIA TERRA TERRA NOVw,302,1057229,RUA DA ILUSAO 14 COLONIA TERRA NOVA,7096,0.05965034
1057594,RUA DA LIBERTACAO 38 COLONIA TERRA TERRA NOVw,302,137198,RUA DA PROCLAMACAO 708 PRIMAVERA,5966,0.10022897
864591,AVENIDA CONSTANTINO NERY 138 CENTRO,303,864591,AVENIDA CONSTANTINO NERY 138 CENTRO,4219,7.4127784e-06
864591,AVENIDA CONSTANTINO NERY 138 CENTRO,303,864570,AVENIDA CONSTANTINO NERY 110 CENTRO,2358,0.015323786
864591,AVENIDA CONSTANTINO NERY 138 CENTRO,303,864623,AVENIDA CONSTANTINO NERY 199 CENTRO,2120,0.016896809
864591,AVENIDA CONSTANTINO NERY 138 CENTRO,303,864563,AVENIDA CONSTANTINO NERY 68 CENTRO,8920,0.02088139
864591,AVENIDA CONSTANTINO NERY 138 CENTRO,303,864629,AVENIDA CONSTANTINO NERY 211 CENTRO,2376,0.03025189
156875,RUA VENCESLAU BRAS BRAS BRAS 1115 SAOo PEDRO,304,156875,RUA VENCESLAU BRAS 1115 SAO PEDRO,3736,0.048336774
156875,RUA VENCESLAU BRAS BRAS BRAS 1115 SAOo PEDRO,304,156866,RUA VENCESLAU BRAS 1008 SAO PEDRO,5213,0.057912003
156875,RUA VENCESLAU BRAS BRAS BRAS 1115 SAOo PEDRO,304,156881,RUA VENCESLAU BRAS 1483 SAO PEDRO,6971,0.058283024
156875,RUA VENCESLAU BRAS BRAS BRAS 1115 SAOo PEDRO,304,1052061,RUA CURIAU ANTIGA RUA RIO BRANCO 120 SAO JOSE OPERARIO,5802,0.117235705
156875,RUA VENCESLAU BRAS BRAS BRAS 1115 SAOo PEDRO,304,297625,RUA QUINTINO BOCAIUVA 2899 SAO CRISTOVAO,3734,0.11858963
819622,RUA BELO FERREIRA 359 CENTRO,305,819622,RUA BELO FERREIRA 359 CENTRO,1384,2.3347675e-05
819622,RUA BELO FERREIRA 359 CENTRO,305,819695,RUA BELO FERREIRA 840 CENTRO,8589,0.01619759
819622,RUA BELO FERREIRA 359 CENTRO,305,281118,RUA MANOEL FERREIRA 257 CENTRO,7271,0.048315145
819622,RUA BELO FERREIRA 359 CENTRO,305,463528,RUA LUIZ BORGES 1179 CENTRO,2925,0.055421706
819622,RUA BELO FERREIRA 359 CENTRO,305,668039,RUA GUILHERME FERREIRA 99 CENTRO,9374,0.05874508
140076,RUA EDUARDO DA SILVA 1973 UNIAO2 ,306,142624,RUA IDELFONSO DA SILVA 2018 NOVA BRASILIA,3958,0.05547905
140076,RUA EDUARDO DA SILVA 1973 UNIAO2 ,306,140076,RUA EDUARDO BARROSO DA SILVA 1973 UNIAO 2,3424,0.05722636
140076,RUA EDUARDO DA SILVA 1973 UNIAO2 ,306,667895,RUA EVARISTO S. DA SILVA 144 MULTIRAO,4300,0.06000696
140076,RUA EDUARDO DA SILVA 1973 UNIAO2 ,306,530883,RUA MOACIR DE P. E SOUZA 180 MULTIRAO III,3540,0.06955941
140076,RUA EDUARDO DA SILVA 1973 UNIAO2 ,306,530874,RUA MOACIR DE P. E SOUZA 130 MULTIRAO III,9988,0.0720897
301616,RUA ROSALINA GOMES 10381 MARIANA,307,301616,RUA ROSALINA GOMES 10381 MARIANA,9147,5.316723e-06
301616,RUA ROSALINA GOMES 10381 MARIANA,307,301612,RUA ROSALINA GOMES 10211 MARIANA,1085,0.0075028045
301616,RUA ROSALINA GOMES 10381 MARIANA,307,301584,RUA ROSALINA GOMES 9691 MARIANA,2970,0.022574086
301616,RUA ROSALINA GOMES 10381 MARIANA,307,301467,RUA ROSALINA GOMES 2000 MARIANA,3669,0.038121663
301616,RUA ROSALINA GOMES 10381 MARIANA,307,835072,RUA DANIEL SIMOES 3195 APARECIDA,7773,0.066545546
1038116,RUA fCHICO MENEDS 196 COLONIA TmERRA NOVAx,308,1152859,RUA MANANCIAL 166 COLONIA TERRA NOVA,1150,0.05795575
1038116,RUA fCHICO MENEDS 196 COLONIA TmERRA NOVAx,308,1147107,RUA LOPES CORDOVIL 39 NOVA ESPERANCA,1376,0.06724551
1038116,RUA fCHICO MENEDS 196 COLONIA TmERRA NOVAx,308,1032476,RUA CASSITERITA 119 TANCREDO NEVES,5339,0.06810701
1038116,RUA fCHICO MENEDS 196 COLONIA TmERRA NOVAx,308,606418,RUA TIAO NATUREZA 454 CHICO MENDES,4791,0.07036838
1038116,RUA fCHICO MENEDS 196 COLONIA TmERRA NOVAx,308,1130507,RUA JESUS DE NAZARE 138 COLONIA TERRA NOVA,8302,0.074191704
880366,AVENIDA JERUZALEM 168 xOLONIA TEhRRA NOVA,309,537902,AVENIDA EPAMINONDAS JACOME 548 CADEIA VELHA,5205,0.092259005
880366,AVENIDA JERUZALEM 168 xOLONIA TEhRRA NOVA,309,538106,AVENIDA EPAMINONDAS JACOME 1538 CADEIA VELHA,5216,0.095072635
880366,AVENIDA JERUZALEM 168 xOLONIA TEhRRA NOVA,309,205807,AVENIDA CALAMA 7444 TEIXEIRAO,6288,0.096529365
880366,AVENIDA JERUZALEM 168 xOLONIA TEhRRA NOVA,309,888523,AVENIDA PENETRACAO UM 1311 JAPIIM,1022,0.10036515
880366,AVENIDA JERUZALEM 168 xOLONIA TEhRRA NOVA,309,210271,AVENIDA MAMORE 5162 TEIXEIRAO,8807,0.10165033
329459,RUA 32 D0 01 A0 11 P2 33 DO 22 12 2 NpVA MUUN,310,329459,RUA 32 D0 01 A0 11 P2 33 DO 22 12 2 NOVA MUTUN,6278,0.04685248
329459,RUA 32 D0 01 A0 11 P2 33 DO 22 12 2 NpVA MUUN,310,329469,RUA 32 D0 01 A0 11 P2 33 DO 22 12 12 NOVA MUTUN,4737,0.054956816
329459,RUA 32 D0 01 A0 11 P2 33 DO 22 12 2 NpVA MUUN,310,329731,RUA 41 B 8 N0VA MUTUM,8357,0.13191167
329459,RUA 32 D0 01 A0 11 P2 33 DO 22 12 2 NpVA MUUN,310,1053711,RUA D 1 TARUMA ACU,6023,0.16333869
329459,RUA 32 D0 01 A0 11 P2 33 DO 22 12 2 NpVA MUUN,310,590484,RUA N DOIS 23 TUCUMA II,8320,0.18164521
805975,RUA RORAIMA 220 SAO FRANCISCO,311,805975,RUA RORAIMA 220 SAO FRANCISCO,6959,9.650572e-06
805975,RUA RORAIMA 220 SAO FRANCISCO,311,805906,RUA RONDONIA 219 SAO FRANCISCO,8088,0.024963181
805975,RUA RORAIMA 220 SAO FRANCISCO,311,840641,RUA TAPAJOS 749 SAO FRANCISCO,8270,0.040113557
805975,RUA RORAIMA 220 SAO FRANCISCO,311,696108,RUA AMIZADE 208 SAO FRANCISCO,9476,0.041642856
805975,RUA RORAIMA 220 SAO FRANCISCO,311,805133,RUA PRIMAVERA 3468 SAO FRANCISCO,2366,0.04398799
223386,RUA ALEXANDRE GUIMARAES 4130 NOVA PORTOV ELHO,312,223386,RUA ALEXANDRE GUIMARAES 4130 NOVA PORTO VELHO,3095,0.037289508
223386,RUA ALEXANDRE GUIMARAES 4130 NOVA PORTOV ELHO,312,56148,RUA LUIZ FERNANDES ALEXANDRE 3792 VILLAGE DO SOL II,2743,0.06196802
223386,RUA ALEXANDRE GUIMARAES 4130 NOVA PORTOV ELHO,312,297640,RUA QUINTINO BOCAIUVA 3196 PORTO VELHO,8153,0.06289179
223386,RUA ALEXANDRE GUIMARAES 4130 NOVA PORTOV ELHO,312,151429,RUA RAIMUNDO GOMES ALVARENGA 2618 NOVO JIPARANA,3701,0.06361459
223386,RUA ALEXANDRE GUIMARAES 4130 NOVA PORTOV ELHO,312,286061,RUA MONTEIRO LOBATO 5713 ELDORADO,5026,0.06568244
68654,qVENIDA AO PAULO 456 CENjRO,313,500051,RUA DO PARA 2063 CRUZEIRAO,3460,0.15206248
68654,qVENIDA AO PAULO 456 CENjRO,313,978106,RUA A DEZESSETE 1291 JAPIIM,2043,0.15237457
68654,qVENIDA AO PAULO 456 CENjRO,313,290240,RUA PANTEON 6538 IGARAPE,746,0.154748
68654,qVENIDA AO PAULO 456 CENjRO,313,500117,RUA DO PARA 6710 COBAL,571,0.15515953
68654,qVENIDA AO PAULO 456 CENjRO,313,1054983,RUA D 105 COROADO,4396,0.15523463
1132877,RUA JOAO WALTER 46 COMPENSA,314,1132877,RUA JOAO WALTER 46 COMPENSA,446,6.2505724e-06
1132877,RUA JOAO WALTER 46 COMPENSA,314,1132875,RUA JOAO WALTER 44 COROADO,655,0.024975248
1132877,RUA JOAO WALTER 46 COMPENSA,314,1132021,RUA JOAO MEIRELES 8 COROADO,5066,0.05318903
1132877,RUA JOAO WALTER 46 COMPENSA,314,980052,RUA ABRAAO CARDOSO 75 COMPENSA,5067,0.060956318
1132877,RUA JOAO WALTER 46 COMPENSA,314,980007,RUA ABRAAO CARDOSO 24 COMPENSA,3483,0.061711583
891763,AVENIDA RI BRANCO 493 $AO RAuMUNDO,315,867920,AVENIDA CRISTO REI 49 COROADO III,5691,0.089204624
891763,AVENIDA RI BRANCO 493 $AO RAuMUNDO,315,899284,AVENIDA UIRAPURU 32 COROADO,3930,0.08981984
891763,AVENIDA RI BRANCO 493 $AO RAuMUNDO,315,976358,RUA A 7 COROADO,9790,0.09290512
891763,AVENIDA RI BRANCO 493 $AO RAuMUNDO,315,868065,AVENIDA CRISTO REI 167 COROADO III,2908,0.09448822
891763,AVENIDA RI BRANCO 493 $AO RAuMUNDO,315,891322,AVENIDA RIACHO FUNDO 10 TARUMA ACU,6429,0.099011526
286791,RUA NEúSA 7306 IGARPE,316,286791,RUA NEUSA 7306 IGARAPE,3654,0.052747503
286791,RUA NEúSA 7306 IGARPE,316,286718,RUA NEUSA 6373 IGARAPE,5306,0.061308272
286791,RUA NEúSA 7306 IGARPE,316,143292,RUA IPE 3826 VALPARAISO,2840,0.0719395
286791,RUA NEúSA 7306 IGARPE,316,286811,RUA NEUSA 7436 IGARAPE,8043,0.0719502
286791,RUA NEúSA 7306 IGARPE,316,286678,RUA NEUSA 5977 IGARAPE,4948,0.07384477
